"game","weapon_tag","firing_effect","component_type","component_name","component_tag","marker","camera_mode","bitmap_tags"
"Halo 2 Classic","objects\weapons\rifle\sniper_rifle\sniper_rifle","effects\objects\weapons\rifle\sniper_rifle\fire_bullet","particle","smoke_soft","effects\generic\smoke\smoke_soft","muzzle_brake","3,both first and third","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\rifle\sniper_rifle\sniper_rifle","effects\objects\weapons\rifle\sniper_rifle\fire_bullet","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\support_high\flak_cannon\flak_cannon","effects\objects\weapons\support_high\flak_cannon\flak_bolt_fire","particle","flash_c_generic_big","effects\generic\energy\flash_c_generic_big","primary_trigger","3,both first and third","effects\bitmaps\energy\flash_c_generic_big"
"Halo 2 Classic","objects\weapons\support_high\flak_cannon\flak_cannon","effects\objects\weapons\support_high\flak_cannon\flak_bolt_fire","particle","flash_c_generic_long","effects\generic\energy\flash_c_generic_long","primary_trigger","0,independent of camera mode","effects\bitmaps\energy\flash_c_generic_long"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","primary_ejection","2,only in third person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","primary_ejection","2,only in third person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","primary_ejection","2,only in third person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","primary_ejection","2,only in third person","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","primary_trigger","0,independent of camera mode","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_fiery_small","effects\generic\smoke\smoke_fiery_small","primary_trigger","0,independent of camera mode","effects\bitmaps\smoke\smoke_fiery_small"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_ejection","2,only in third person","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_ejection","2,only in third person","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\support_high\rocket_launcher\rocket_launcher","effects\objects\weapons\support_high\rocket_launcher\rocket_fire","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_soft"
"Halo 2 Classic","objects\weapons\support_low\brute_shot\brute_shot","effects\objects\weapons\support_low\brute_shot\firing","particle","flash_shield","effects\generic\flares\flash_shield","primary_trigger","1,only in first person","effects\bitmaps\flares\flash_shield"
"Halo 2 Classic","objects\weapons\support_low\brute_shot\brute_shot","effects\objects\weapons\support_low\brute_shot\firing","particle","flash_shield","effects\generic\flares\flash_shield","primary_trigger","2,only in third person","effects\bitmaps\flares\flash_shield"
"Halo 2 Classic","objects\weapons\support_low\brute_shot\brute_shot","effects\objects\weapons\support_low\brute_shot\firing","particle","muzzle_flash_long_2","effects\generic\weapon_flares\muzzle_flash_long_2","primary_trigger","2,only in third person","effects\bitmaps\weapons_fire\muzzle_flash_long_2"
"Halo 2 Classic","objects\weapons\support_low\brute_shot\brute_shot","effects\objects\weapons\support_low\brute_shot\firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","1,only in first person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\support_low\brute_shot\brute_shot","effects\objects\weapons\support_low\brute_shot\firing","particle","smoke_fiery","effects\generic\smoke\smoke_fiery","primary_trigger","2,only in third person","effects\bitmaps\smoke\smoke_fiery"
"Halo 2 Classic","objects\weapons\support_low\brute_shot\brute_shot","effects\objects\weapons\support_low\brute_shot\firing","particle","smoke_soft","effects\generic\smoke\smoke_soft","primary_trigger","3,both first and third","effects\bitmaps\smoke\smoke_soft"
