"game","model_tag","marker","instance","node","translation_x","translation_y","translation_z","rotation_i","rotation_j","rotation_k","rotation_w","scale","direction_x","direction_y","direction_z"
"Halo 4","objects\weapons\rifle\storm_dmr\storm_dmr","primary_trigger","0","0","0.267144","4.2014e-05","0.0462235","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_rifle\storm_forerunner_rifle","primary_trigger","0","0","0.316072","0","0.0259034","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_rifle\storm_forerunner_rifle","source_port","0","2","-2.15316e-09","0.0187908","9.24728e-05","0","0","0.707107","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","fx_rear_slide","0","6","-0.0145215","0.0114484","-0.00928249","0.406435","-0.424908","-0.580775","0.562996","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","fx_rear_slide","1","6","0.0151514","0.0111024","-0.00857441","0.586112","-0.557819","-0.404908","0.425864","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","fx_vent_large","0","0","0.076762","-0.0151274","0.00824472","0.0933787","0.28078","-0.90662","0.300805","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","fx_vent_large","1","0","0.0765714","0.014681","0.00817096","-0.109042","0.277099","0.911772","0.282838","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","primary_trigger","0","0","0.187436","0","0.0203904","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","primary_trigger_muzzle","0","0","0.256933","0","0.0187886","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","top_plate","0","11","-0.0075","0.0364986","0.00659935","0.444997","-0.444997","-0.549525","0.549525","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_smg\storm_forerunner_smg","top_plate","1","11","0.0075","0.0364986","0.00659935","0.549525","-0.549525","-0.444997","0.444997","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","bottom_plate","0","0","0.168379","0.0115","0.0190159","-0.737277","0","0","0.67559","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","bottom_plate","1","0","0.168379","-0.0115","0.0190159","-0.67559","0","0","0.737277","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","cylinder","0","13","-0.00123523","0.0142493","0.000468818","-0.707107","0","0","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","cylinder","1","13","-0.00123523","-2.32443e-05","-0.0142","1","0","0","6.12323e-17","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","cylinder","2","13","-0.00123523","-2.32443e-05","0.0142","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","cylinder","3","0","0.113336","-0.0142","0.0438151","0.707107","0","0","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","front_plate","0","0","0.33843","0.00971177","0.0515995","-0.707107","0","0","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","primary_trigger","0","0","0.470419","-7.30237e-12","0.0517118","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","vent","0","0","0.05","0.01","0.0414189","0","0","0.85264","0.522499","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_forerunner_sniper_rifle\storm_forerunner_sniper_rifle","vent","1","0","0.05","-0.01","0.0414","0","0","-0.85264","0.522499","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_lmg\storm_lmg","muzzle_flash","0","0","0.317863","-0.00190271","0.0486396","-0.843597","0.142688","-0.439149","0.274101","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_lmg\storm_lmg","muzzle_flash","1","0","0.317863","4.00941e-17","0.0427837","-2.1148e-07","0.461749","1.10089e-07","0.887011","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_lmg\storm_lmg","muzzle_flash","2","0","0.317863","0.00307863","0.0450204","0.521372","0.373562","0.271409","0.717607","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_lmg\storm_lmg","muzzle_flash","3","0","0.317863","0.00190269","0.0486396","0.843597","0.142688","0.439149","0.274101","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_lmg\storm_lmg","muzzle_flash","4","0","0.317863","-0.00306072","0.0449669","-0.51509","0.375917","-0.268139","0.722129","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_lmg\storm_lmg","primary_trigger","0","0","0.323454","1.90735e-08","0.0460665","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_rail_gun\storm_rail_gun","muzzle_flash","0","0","0.0661","-0.0066","0.0525","1","0","0","6.12323e-17","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_rail_gun\storm_rail_gun","muzzle_flash","1","0","0.0661","0.00664329","0.0525274","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_rail_gun\storm_rail_gun","primary_trigger","0","0","0.24547","5.76905e-11","0.0508719","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_rail_gun\storm_rail_gun","rail_charge","0","0","0.0759778","5.76905e-11","0.0523169","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_rail_gun\storm_rail_gun","secondary_trigger","0","0","0.24547","5.76905e-11","0.0508719","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_shotgun\storm_shotgun","primary_trigger","0","0","0.284527","-7.30241e-12","0.0394","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_sniper_rifle\storm_sniper_rifle","muzzle_brake","0","0","0.425384","-0.02081","0.0508105","0","0","-0.707107","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_sniper_rifle\storm_sniper_rifle","muzzle_brake","1","0","0.425384","0.02034","0.0508105","0","0","0.707107","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_sniper_rifle\storm_sniper_rifle","primary_trigger","0","0","0.448468","-7.30237e-12","0.0509798","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","front_rail","0","2","-0.0175","-0.104471","0.0309278","0.379928","-0.379928","-0.596368","0.596368","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","front_rail","1","2","0.0175","-0.104471","0.0309278","0.596368","-0.596368","-0.379928","0.379928","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","front_slide","0","2","0.0210053","-0.127515","0.0309278","0.596368","-0.596368","-0.379928","0.379928","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","front_slide","1","2","-0.021","-0.127515","0.0309278","0.379928","-0.379928","-0.596368","0.596368","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","mid_rail","0","7","-0.0175","-0.0048915","0.0286","0.40558","-0.40558","-0.579228","0.579228","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","mid_rail","1","7","0.0175","-0.00488154","0.0286498","0.579228","-0.579228","-0.40558","0.40558","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","primary_trigger","0","0","0.257612","-7.30241e-12","0.0394","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","primary_trigger","1","0","0.257612","-7.30241e-12","0.0394","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","secondary_trigger","0","2","-7.30237e-12","-0.198587","0.00960614","0","0","-0.707107","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","secondary_trigger","1","2","-7.30237e-12","-0.200907","0.0248123","0","0","-0.707107","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","secondary_trigger","2","2","-0.0104","-0.155465","0.0188318","0.5","-0.5","-0.5","0.5","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","secondary_trigger","3","2","0.0103682","-0.155457","0.0188318","-0.5","0.5","-0.5","0.5","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","secondary_trigger","4","2","-0.0101","-0.14892","-0.00282479","0.5","-0.5","-0.5","0.5","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","secondary_trigger","5","2","0.0101","-0.14892","-0.00282479","-0.5","0.5","-0.5","0.5","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","top_slide","0","2","-0.0105","-0.1331","0.039","0.241845","-0.241845","-0.664463","0.664463","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","top_slide","1","2","0.0105473","-0.133071","0.039","0.664463","-0.664463","-0.241845","0.241845","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","vent","0","0","-0.0197531","-0.0120578","0.0472625","0","0","-0.707107","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_spread_gun\storm_spread_gun","vent","1","0","-0.0197531","0.0121","0.0472625","0","0","0.707107","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_stasis_rifle\storm_stasis_rifle","fx_vent","0","0","-0.017232","0.02","0.0596416","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_stasis_rifle\storm_stasis_rifle","fx_vent","1","0","-0.017232","0.02","0.0596416","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_stasis_rifle\storm_stasis_rifle","primary_trigger","0","0","0.0985713","1.7965e-05","0.0330781","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\rifle\storm_stasis_rifle\storm_stasis_rifle","primary_trigger","1","0","0.0985713","1.7965e-05","-0.014185","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","back_plate","0","0","-0.00299742","-0.0265","0.0502489","0.737277","2.5912e-08","5.04937e-08","0.67559","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","back_plate","1","0","-0.00299742","0.0265","0.0502489","0.67559","-3.95326e-08","4.31422e-08","0.737277","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","barrel","0","10","-0.0480048","-0.00890138","-0.00136735","0.707107","0","0","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","barrel","1","11","-0.0480048","0.0088772","-0.00136735","0.707107","0","0","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","barrel_slide","0","10","-0.0104544","-0.012","-0.00136735","0.707107","0","0","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","barrel_slide","1","11","-0.0104544","0.012","-0.00136735","0.707107","0","0","0.707107","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","primary_trigger","0","0","0.170441","0","0.066988","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","secondary_trigger","0","10","-0.00929319","-9.14141e-05","-0.00136735","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","secondary_trigger","1","11","-0.00929319","7.71995e-05","-0.00136735","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","secondary_trigger","2","5","0.0114545","-1.14397e-09","-2.05938e-05","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","secondary_trigger","3","8","0.00694337","-4.36179e-10","-0.00011682","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","secondary_trigger","4","13","0.00463188","-4.36179e-10","-0.000139937","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","top_plate","0","6","-0.01717","-0.0514757","0.0180007","-0.190205","-0.107865","0.521463","0.824781","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","top_plate","1","7","0.01717","0.0514757","-0.018","0.120214","-0.190803","-0.81847","0.528442","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","top_plate_slide","0","6","-0.00766966","-0.0276727","0.018","-0.190205","-0.107865","0.521463","0.824781","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","top_plate_slide","1","7","0.00766966","0.0276727","-0.018","0.120214","-0.190803","-0.81847","0.528442","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","vent","0","0","0.0369856","-0.027","0.0175","0.881877","-0.0619729","-0.272322","0.37986","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_forerunner_incineration_launcher\storm_forerunner_incineration_launcher","vent","1","0","0.0369856","0.027","0.0175","0.37986","0.272322","0.0619729","0.881877","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_fuel_rod_cannon\storm_fuel_rod_cannon","primary_trigger","0","0","0.196933","-2.25673e-06","0.0588393","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_rocket_launcher\storm_rocket_launcher","fx_backwash","0","0","-0.255381","-0.0111929","0.0711852","3.67959e-06","-1","-5.52335e-07","2.03222e-12","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_rocket_launcher\storm_rocket_launcher","primary_trigger","0","0","0.164319","-0.0109058","0.0685002","0","0","0","1","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_spartan_laser\storm_spartan_laser","fx_vent","0","0","-0.0852697","0.0159327","0.0696856","0","0","0.707107","0.707106","0.1","1","0","0"
"Halo 4","objects\weapons\support_high\storm_spartan_laser\storm_spartan_laser","primary_trigger","0","6","-0.00108409","0.0194137","4.0619e-09","0.5","0.5","0.5","0.5","0.1","1","0","0"
