"game","weapon_tag","firing_effect","component_type","component_name","component_tag","marker","camera_mode","bitmap_tags"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_firing_plasma_ring","objects\weapons\pistol\storm_needler\fx\ndl_firing_plasma_ring","primary_trigger","only in first person","fx\reach\bitmaps\plasma\plasma_ring;fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler_long;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler_long;objects\weapons\pistol\storm_needler\fx\ndl_plasma_ring"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_firing_plasma_ring","objects\weapons\pistol\storm_needler\fx\ndl_firing_plasma_ring","primary_trigger","only in third person","fx\reach\bitmaps\plasma\plasma_ring;fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler_long;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler_long;objects\weapons\pistol\storm_needler\fx\ndl_plasma_ring"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_flash_large","objects\weapons\pistol\storm_needler\fx\ndl_flash_large","horizontal_flare","only in third person","fx\reach\bitmaps\flash\flash_large;objects\weapons\pistol\storm_needler\fx\ndl_flash_large"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_flash_large","objects\weapons\pistol\storm_needler\fx\ndl_flash_large","primary_trigger","only in first person","fx\reach\bitmaps\flash\flash_large;objects\weapons\pistol\storm_needler\fx\ndl_flash_large"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_glow_soft","objects\weapons\pistol\storm_needler\fx\ndl_glow_soft","primary_trigger","only in first person","fx\reach\bitmaps\flash\glow_soft;objects\weapons\pistol\storm_needler\fx\ndl_glow_soft"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_glow_soft","objects\weapons\pistol\storm_needler\fx\ndl_glow_soft","primary_trigger","only in third person","fx\reach\bitmaps\flash\glow_soft;objects\weapons\pistol\storm_needler\fx\ndl_glow_soft"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_muzzle_flash_long","objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long","horizontal_flare","only in first person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler_long;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_gaseous;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler_long;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_gaseous"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_muzzle_flash_long","objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler_long;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_gaseous;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler_long;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_gaseous"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_muzzle_flash_long_soft","objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_soft","horizontal_flare","only in first person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler_long;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_soft;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_soft"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_muzzle_flash_long_soft","objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_soft","horizontal_flare","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler_long;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_soft;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_soft"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_muzzle_flash_long_soft","objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_soft","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler_long;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_soft;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_long_soft"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_muzzle_flash_round","objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_round","primary_trigger","only in first person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler;fx\reach\bitmaps\weapon_fire\muzzle_flash_round_fiery;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_round_fiery"
"Halo 4","objects\weapons\pistol\storm_needler\storm_needler","objects\weapons\pistol\storm_needler\fx\ndl_firing","particle","ndl_muzzle_flash_round","objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_round","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_needler;fx\reach\bitmaps\weapon_fire\muzzle_flash_round_fiery;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flare_needler;objects\weapons\pistol\storm_needler\fx\ndl_muzzle_flash_round_fiery"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","flash_large","objects\weapons\pistol\storm_plasma_pistol\fx\particles\flash_large","primary_trigger","only in first person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","flash_large","objects\weapons\pistol\storm_plasma_pistol\fx\particles\flash_large","primary_trigger","only in third person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","glow_soft","objects\weapons\pistol\storm_plasma_pistol\fx\particles\glow_soft","primary_trigger","only in first person","fx\reach\bitmaps\flash\glow_soft"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","glow_soft","objects\weapons\pistol\storm_plasma_pistol\fx\particles\glow_soft","primary_trigger","only in third person","fx\reach\bitmaps\flash\glow_soft"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","muzzle_flash_long_charged","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_long_charged","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol_long_charged;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_gaseous"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","muzzle_flash_long_soft","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_long_soft","fx_horizontal_flare","only in first person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol_long_soft;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_soft"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","muzzle_flash_round","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_round","primary_trigger","only in first person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol;fx\reach\bitmaps\weapon_fire\muzzle_flash_round_fiery"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\charged\firing","particle","muzzle_flash_round","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_round","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol;fx\reach\bitmaps\weapon_fire\muzzle_flash_round_fiery"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","anamorphic_flare","objects\weapons\pistol\storm_plasma_pistol\fx\particles\anamorphic_flare","horizontal_flare","only in first person","fx\reach\bitmaps\lens_flares\anamorphic_flare"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","charging_plasma_ring","objects\weapons\pistol\storm_plasma_pistol\fx\particles\charging_plasma_ring","primary_trigger","only in first person","fx\reach\bitmaps\plasma\plasma_ring;fx\reach\particles\plasma\gradients\soft_plasma_green"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","charging_plasma_ring","objects\weapons\pistol\storm_plasma_pistol\fx\particles\charging_plasma_ring","primary_trigger","only in third person","fx\reach\bitmaps\plasma\plasma_ring;fx\reach\particles\plasma\gradients\soft_plasma_green"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","flash_large","objects\weapons\pistol\storm_plasma_pistol\fx\particles\flash_large","primary_trigger","only in first person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","flash_large","objects\weapons\pistol\storm_plasma_pistol\fx\particles\flash_large","primary_trigger","only in third person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","glow_soft","objects\weapons\pistol\storm_plasma_pistol\fx\particles\glow_soft","primary_trigger","only in first person","fx\reach\bitmaps\flash\glow_soft"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","glow_soft","objects\weapons\pistol\storm_plasma_pistol\fx\particles\glow_soft","primary_trigger","only in third person","fx\reach\bitmaps\flash\glow_soft"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","muzzle_flash_long","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_long","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol_long;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_fiery"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","muzzle_flash_long_soft","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_long_soft","horizontal_flare","only in first person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol_long_soft;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_soft"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","muzzle_flash_long_soft","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_long_soft","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol_long_soft;fx\reach\bitmaps\weapon_fire\muzzle_flash_long_soft"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","muzzle_flash_round","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_round","primary_trigger","only in first person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol;fx\reach\bitmaps\weapon_fire\muzzle_flash_round_fiery"
"Halo 4","objects\weapons\pistol\storm_plasma_pistol\storm_plasma_pistol","objects\weapons\pistol\storm_plasma_pistol\fx\firing","particle","muzzle_flash_round","objects\weapons\pistol\storm_plasma_pistol\fx\particles\muzzle_flash_round","primary_trigger","only in third person","fx\reach\bitmaps\weapon_fire\gradients\muzzle_flare_plasma_pistol;fx\reach\bitmaps\weapon_fire\muzzle_flash_round_fiery"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\bsh_firing","particle","bsh_distortion_ring","objects\weapons\pistol\storm_sentinel_beam\fx\bsh_distortion_ring","primary_trigger","only in third person","fx\reach\bitmaps\distortion\distortion_ring;objects\weapons\pistol\storm_sentinel_beam\fx\bsh_distortion_ring"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\bsh_firing","particle","bsh_flash_large","objects\weapons\pistol\storm_sentinel_beam\fx\bsh_flash_large","primary_trigger","only in third person","fx\reach\bitmaps\flash\flash_large;objects\weapons\pistol\storm_sentinel_beam\fx\bsh_flash_large"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\bsh_firing","particle","bsh_muzzle_flash_plasma","objects\weapons\pistol\storm_sentinel_beam\fx\bsh_muzzle_flash_plasma","primary_trigger","only in third person","fx\reach\bitmaps\fire\fire_clouds_256;fx\reach\bitmaps\fire\fire_large;fx\reach\bitmaps\plasma\plasma_clouds_128_b;fx\reach\particles\plasma\gradients\soft_plasma_blue"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\friendly_beam\firing","particle","distortion_ring","fx\reach\particles\distortion\distortion_ring","primary_trigger","only in first person","fx\reach\bitmaps\distortion\distortion_ring"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\friendly_beam\firing","particle","distortion_ring","fx\reach\particles\distortion\distortion_ring","primary_trigger","only in third person","fx\reach\bitmaps\distortion\distortion_ring"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\friendly_beam\firing","particle","flash_large","fx\reach\particles\flare\flash_large","primary_trigger","only in first person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\friendly_beam\firing","particle","flash_large","fx\reach\particles\flare\flash_large","primary_trigger","only in third person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\friendly_beam\firing","particle","muzzle_flash_plasma","objects\weapons\pistol\storm_sentinel_beam\fx\particles\muzzle_flash_plasma","primary_trigger","only in first person","fx\reach\bitmaps\fire\fire_clouds_256;fx\reach\bitmaps\fire\fire_large;fx\reach\bitmaps\plasma\plasma_clouds_128_b;fx\reach\particles\plasma\gradients\soft_plasma_blue"
"Halo 4","objects\weapons\pistol\storm_sentinel_beam\storm_sentinel_beam","objects\weapons\pistol\storm_sentinel_beam\fx\friendly_beam\firing","particle","muzzle_flash_plasma","objects\weapons\pistol\storm_sentinel_beam\fx\particles\muzzle_flash_plasma","primary_trigger","only in third person","fx\reach\bitmaps\fire\fire_clouds_256;fx\reach\bitmaps\fire\fire_large;fx\reach\bitmaps\plasma\plasma_clouds_128_b;fx\reach\particles\plasma\gradients\soft_plasma_blue"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","gldf","charged_muzzle_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\parts\charged_muzzle_flash_1p","primary_trigger","independent of camera mode",""
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","gldf","charged_muzzle_flash_3p","objects\weapons\pistol\storm_stasis_pistol\fx\parts\charged_muzzle_flash_3p","primary_trigger","independent of camera mode",""
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_1p","bottom_plate","only in first person","fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_1p","bottom_plate","only in third person","fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_1p","top_plate","only in first person","fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_1p","top_plate","only in third person","fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_large_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_large_1p","bottom_plate","only in first person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_large_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_large_1p","bottom_plate","only in third person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_large_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_large_1p","top_plate","only in first person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","charged_plate_flash_large_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\charged_plate_flash_large_1p","top_plate","only in third person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","glow_soft","fx\reach\particles\flare\glow_soft","beam_origin","only in third person","fx\reach\bitmaps\flash\glow_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\charged_concussion","particle","glow_soft","fx\reach\particles\flare\glow_soft","primary_trigger","only in first person","fx\reach\bitmaps\flash\glow_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","gldf","muzzle_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\parts\muzzle_flash_1p","primary_trigger","only in first person",""
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","gldf","muzzle_flash_3p","objects\weapons\pistol\storm_stasis_pistol\fx\parts\muzzle_flash_3p","primary_trigger","only in third person",""
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","lens","firing_muzzle_flare_3p","objects\weapons\pistol\storm_stasis_pistol\fx\parts\firing_muzzle_flare_3p","primary_trigger","only in third person",""
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","flash_large","objects\weapons\pistol\storm_plasma_pistol\fx\particles\flash_large","primary_trigger","only in first person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","flash_large","objects\weapons\pistol\storm_plasma_pistol\fx\particles\flash_large","primary_trigger","only in third person","fx\reach\bitmaps\flash\flash_large"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","muzzle_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\muzzle_flash_1p","primary_trigger","only in first person","fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","muzzle_flash_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\muzzle_flash_1p","primary_trigger","only in third person","fx\bitmaps\gradient\grad_forerunner_muzzle_spread;fx\reach\bitmaps\flash\flash_soft"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","muzzle_flash_diamond_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\muzzle_flash_diamond_1p","primary_trigger","only in first person","fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_muzzle_flash_diamond;fx\bitmaps\gradient\grad_forerunner_muzzle_spread"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","muzzle_flash_diamond_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\muzzle_flash_diamond_1p","primary_trigger","only in third person","fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_muzzle_flash_diamond;fx\bitmaps\gradient\grad_forerunner_muzzle_spread"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","muzzle_flash_forward_3p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\muzzle_flash_forward_3p","primary_trigger","only in third person","fx\bitmaps\2d\weapon_fire\fr_muzzle_flash_out;fx\bitmaps\gradient\grad_forerunner_muzzle_spread"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","muzzle_ring_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\muzzle_ring_1p","primary_trigger","only in first person","fx\bitmaps\2d\weapon_fire\fr_muzzle_flash_ring2;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","muzzle_ring_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\muzzle_ring_1p","primary_trigger","only in third person","fx\bitmaps\2d\weapon_fire\fr_muzzle_flash_ring2;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","vent_ring1_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\vent_ring1_1p","fx_vent","only in first person","fx\bitmaps\2d\alphas\horizontal_grad_01;fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_ring_small1;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","vent_ring1_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\vent_ring1_1p","fx_vent","only in third person","fx\bitmaps\2d\alphas\horizontal_grad_01;fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_ring_small1;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","vent_ring1_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\vent_ring1_1p","primary_trigger","only in first person","fx\bitmaps\2d\alphas\horizontal_grad_01;fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_ring_small1;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","vent_ring1_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\vent_ring1_1p","primary_trigger","only in third person","fx\bitmaps\2d\alphas\horizontal_grad_01;fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_ring_small1;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","vent_ring2_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\vent_ring2_1p","fx_vent","only in first person","fx\bitmaps\2d\alphas\horizontal_grad_01;fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_ring_small2;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_stasis_pistol\storm_stasis_pistol","objects\weapons\pistol\storm_stasis_pistol\fx\firing","particle","vent_ring2_1p","objects\weapons\pistol\storm_stasis_pistol\fx\particles\vent_ring2_1p","fx_vent","only in third person","fx\bitmaps\2d\alphas\horizontal_grad_01;fx\bitmaps\2d\weapon_fire\fr_bolt_pistol\fr_bolt_pistol_ring_small2;fx\bitmaps\gradient\grad_forerunner_muzzle_pistol"
"Halo 4","objects\weapons\pistol\storm_sticky_detonator\storm_sticky_detonator","objects\weapons\pistol\storm_sticky_detonator\fx\sgl_firing","particle","glow_soft","fx\reach\particles\flare\glow_soft","primary_trigger","only in first person","fx\reach\bitmaps\flash\glow_soft"
